coli	5	734	419
coli	5	746	426
coli	5	755	435
coli	5	766	441
coli	5	777	448
coli	5	784	457
coli	5	784	457
coli	5	784	457
coli	5	784	457
coli	6	515	519
coli	6	515	519
coli	6	523	511
coli	6	527	497
coli	6	531	485
coli	6	536	471
coli	6	544	461
coli	6	553	454
coli	6	562	445
coli	6	570	433
coli	6	580	425
coli	6	591	418
coli	6	603	413
coli	6	616	411
coli	6	627	408
coli	6	640	406
coli	6	652	409
coli	6	664	408
coli	6	677	407
coli	6	689	407
coli	6	701	412
coli	6	713	417
coli	6	723	426
coli	6	735	430
coli	6	747	432
coli	6	757	439
coli	6	766	450
coli	6	775	456
coli	6	784	464
coli	6	784	464
coli	6	784	464
coli	6	784	464
coli	7	506	525
coli	7	514	516
coli	7	521	508
coli	7	527	496
coli	7	531	483
coli	7	536	470
coli	7	542	458
coli	7	551	448
coli	7	559	437
coli	7	569	428
coli	7	580	421
coli	7	592	415
coli	7	603	411
coli	7	615	405
coli	7	628	404
coli	7	641	406
coli	7	653	409
coli	7	665	411
coli	7	678	411
coli	7	690	412
coli	7	702	413
coli	7	713	420
coli	7	723	428
coli	7	735	431
coli	7	747	432
coli	7	756	444
coli	7	767	448
coli	7	773	462
coli	7	780	472
coli	7	780	472
coli	7	780	472
coli	7	780	472
coli	8	499	515
coli	8	507	507
coli	8	513	496
coli	8	519	485
coli	8	520	468
coli	8	524	453
coli	8	528	437
coli	8	537	426
coli	8	548	417
coli	8	558	408
coli	8	569	402
coli	8	581	394
coli	8	594	392
coli	8	606	385
coli	8	620	385
coli	8	633	389
coli	8	646	390
coli	8	659	395
coli	8	672	398
coli	8	684	407
coli	8	696	412
coli	8	706	417
coli	8	718	423
coli	8	727	428
coli	8	738	435
coli	8	748	442
coli	8	756	453
coli	8	756	453
coli	8	756	453
coli	8	756	453
coli	8	756	453
coli	8	756	453
coli	9	502	519
coli	9	509	510
coli	9	515	499
coli	9	521	489
coli	9	522	472
coli	9	526	456
coli	9	532	441
coli	9	537	424
coli	9	547	414
coli	9	559	405
coli	9	569	397
coli	9	581	389
coli	9	594	384
coli	9	609	385
coli	9	622	386
coli	9	636	386
coli	9	649	389
coli	9	663	391
coli	9	676	401
coli	9	688	402
coli	9	698	417
coli	9	710	422
coli	9	721	427
coli	9	730	436
coli	9	740	443
coli	9	749	452
coli	9	756	466
coli	9	759	484
coli	9	759	484
coli	9	759	484
coli	9	759	484
coli	9	759	484
coli	10	514	524
coli	10	520	513
coli	10	528	504
coli	10	534	493
coli	10	538	481
coli	10	542	464
coli	10	547	450
coli	10	555	438
coli	10	565	428
coli	10	573	414
coli	10	580	396
coli	10	592	388
coli	10	605	384
coli	10	620	384
coli	10	634	387
coli	10	649	388
coli	10	662	391
coli	10	675	393
coli	10	688	394
coli	10	700	403
coli	10	713	405
coli	10	724	413
coli	10	736	424
coli	10	746	429
coli	10	756	438
coli	10	764	452
coli	10	769	468
coli	10	773	485
coli	10	773	485
coli	10	773	485
coli	10	773	485
coli	10	773	485
coli	11	511	509
coli	11	511	509
coli	11	516	497
coli	11	525	489
coli	11	530	478
coli	11	535	464
coli	11	539	447
coli	11	544	433
coli	11	551	419
coli	11	560	403
coli	11	568	389
coli	11	581	384
coli	11	594	380
coli	11	608	377
coli	11	622	377
coli	11	635	377
coli	11	649	378
coli	11	663	380
coli	11	676	380
coli	11	689	381
coli	11	702	383
coli	11	715	388
coli	11	728	394
coli	11	739	405
coli	11	747	421
coli	11	756	434
coli	11	765	443
coli	11	773	453
coli	11	773	453
coli	11	773	453
coli	11	773	453
coli	11	773	453
coli	12	511	527
coli	12	521	521
coli	12	529	513
coli	12	535	504
coli	12	541	493
coli	12	546	481
coli	12	550	468
coli	12	555	454
coli	12	558	433
coli	12	566	418
coli	12	574	405
coli	12	584	394
coli	12	596	386
coli	12	610	383
coli	12	624	380
coli	12	637	380
coli	12	651	383
coli	12	664	381
coli	12	678	381
coli	12	691	381
coli	12	705	384
coli	12	718	388
coli	12	731	391
coli	12	742	402
coli	12	750	422
coli	12	758	436
coli	12	767	448
coli	12	767	448
coli	12	767	448
coli	12	767	448
coli	12	767	448
coli	12	767	448
coli	13	508	504
coli	13	508	504
coli	13	514	493
coli	13	521	484
coli	13	529	475
coli	13	536	466
coli	13	544	457
coli	13	553	448
coli	13	561	437
coli	13	569	426
coli	13	573	403
coli	13	581	390
coli	13	592	378
coli	13	605	374
coli	13	619	372
coli	13	632	370
coli	13	646	369
coli	13	660	366
coli	13	672	364
coli	13	687	367
coli	13	700	369
coli	13	713	372
coli	13	726	379
coli	13	738	390
coli	13	745	411
coli	13	753	427
coli	13	764	432
coli	13	764	432
coli	13	764	432
coli	13	764	432
coli	13	764	432
coli	13	764	432
coli	14	524	520
coli	14	524	520
coli	14	532	512
coli	14	538	502
coli	14	545	493
coli	14	551	482
coli	14	560	474
coli	14	566	464
coli	14	574	454
coli	14	582	443
coli	14	591	435
coli	14	596	411
coli	14	605	399
coli	14	617	389
coli	14	628	379
coli	14	641	372
coli	14	655	369
coli	14	669	367
coli	14	683	368
coli	14	698	372
coli	14	710	378
coli	14	725	381
coli	14	737	386
coli	14	750	393
coli	14	757	416
coli	14	764	436
coli	14	772	447
coli	14	772	447
coli	14	772	447
coli	14	772	447
coli	14	772	447
coli	14	772	447
coli	15	528	526
coli	15	528	526
coli	15	536	519
coli	15	542	510
coli	15	548	502
coli	15	553	492
coli	15	559	482
coli	15	566	473
coli	15	571	461
coli	15	578	448
coli	15	584	433
coli	15	590	417
coli	15	600	406
coli	15	610	392
coli	15	621	379
coli	15	633	367
coli	15	646	362
coli	15	660	362
coli	15	674	361
coli	15	688	360
coli	15	703	365
coli	15	716	376
coli	15	728	383
coli	15	738	403
coli	15	746	420
coli	15	754	434
coli	15	760	449
coli	15	760	449
coli	15	760	449
coli	15	760	449
coli	15	760	449
coli	15	760	449
coli	16	533	533
coli	16	533	533
coli	16	540	526
coli	16	545	517
coli	16	552	509
coli	16	557	500
coli	16	562	489
coli	16	565	475
coli	16	570	462
coli	16	575	443
coli	16	579	422
coli	16	585	401
coli	16	593	381
coli	16	605	371
coli	16	619	369
coli	16	632	362
coli	16	646	362
coli	16	660	358
coli	16	675	358
coli	16	689	360
coli	16	703	372
coli	16	715	387
coli	16	725	403
coli	16	732	430
coli	16	739	444
coli	16	747	456
coli	16	754	469
coli	16	754	469
coli	16	754	469
coli	16	754	469
coli	16	754	469
coli	16	754	469
coli	17	527	528
coli	17	527	528
coli	17	533	519
coli	17	540	511
coli	17	542	497
coli	17	544	483
coli	17	548	467
coli	17	552	453
coli	17	558	438
coli	17	562	417
coli	17	570	400
coli	17	580	389
coli	17	592	381
coli	17	605	375
coli	17	619	371
coli	17	632	369
coli	17	647	370
coli	17	661	371
coli	17	675	381
coli	17	687	391
coli	17	699	405
coli	17	709	420
coli	17	717	439
coli	17	725	452
coli	17	734	459
coli	17	741	470
coli	17	749	479
coli	17	749	479
coli	17	749	479
coli	17	749	479
coli	17	749	479
coli	17	749	479
